Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,Rating_Clean,Reviewer_Reviews,Reviewer_Followers,Review_Year,Review_Month,Review_DayOfWeek,Sentiment_Score,Sentiment_Label,Rating_Bucket,log_Reviewer_Reviews,log_Reviewer_Followers,log_Pictures,Review_Processed,Review_Tokens,Review_Sentences,Token_Count,Sentence_Count,Review_Lemmatized,Review_Porter_Stemmed,Review_Snowball_Stemmed,Rating_clean,Sentiment,Sentiment_encoded,Cost_clean,Collection_Count,Cuisine_Count,Cuisine_Freq_Enc,Rating_Sentiment,Sentiment_Label_Tuned,Sentiment_Final,Sentiment_Correct
Beyond Flavours,Saubhagya Bhuyan,the service be great and the food be awesome the service staff manab and papiya be very courteous and attentive i would like to come frequently to this place,5,"1 Review , 1 Follower",2019-05-22 22:22:00,0,5.0,0,0,2019.0,5.0,2.0,0.9359,Positive,Excellent,0.0,0.0,0.0,service great food awesome service staff manab papiya courteous attentive would like come frequently place,"['the', 'service', 'was', 'great', 'and', 'the', 'food', 'was', 'awesome', 'the', 'service', 'staff', 'manab', 'and', 'papiya', 'were', 'very', 'courteous', 'and', 'attentive', 'i', 'would', 'like', 'to', 'come', 'frequently', 'to', 'this', 'place']",['the service was great and the food was awesome the service staff manab and papiya were very courteous and attentive i would like to come frequently to this place'],29,1,the service be great and the food be awesome the service staff manab and papiya be very courteous and attentive i would like to come frequently to this place,the servic wa great and the food wa awesom the servic staff manab and papiya were veri courteou and attent i would like to come frequent to thi place,the servic was great and the food was awesom the servic staff manab and papiya were veri courteous and attent i would like to come frequent to this place,5.0,Positive,2,0,0,0,0,Positive,Positive,Positive,True
Beyond Flavours,Srivaths07,very good ambience amaze food good service and friendly staff pradeep papiya and shuvro will definitely visit again and love the design of their menu card,5,"3 Reviews , 1 Follower",2019-05-22 21:43:00,0,5.0,0,0,2019.0,5.0,2.0,0.965,Positive,Excellent,0.0,0.0,0.0,good ambience amazing food good service friendly staff pradeep papiya shuvro definitely visit loved design menu card,"['very', 'good', 'ambience', 'amazing', 'food', 'good', 'service', 'and', 'friendly', 'staff', 'pradeep', 'papiya', 'and', 'shuvro', 'will', 'definitely', 'visit', 'again', 'and', 'loved', 'the', 'design', 'of', 'their', 'menu', 'card']",['very good ambience amazing food good service and friendly staff pradeep papiya and shuvro will definitely visit again and loved the design of their menu card'],26,1,very good ambience amaze food good service and friendly staff pradeep papiya and shuvro will definitely visit again and love the design of their menu card,veri good ambienc amaz food good servic and friendli staff pradeep papiya and shuvro will definit visit again and love the design of their menu card,veri good ambienc amaz food good servic and friend staff pradeep papiya and shuvro will definit visit again and love the design of their menu card,5.0,Positive,2,0,0,0,0,Positive,Positive,Positive,True
Beyond Flavours,Kunj Mishra,food be very good soup be a expect in starter we order honey chilli lotus stem and that be a must try for vegan ppl service be great frequent visit from papiya to know our experience and also about the food be really impressive,5,"1 Review , 1 Follower",2019-05-22 21:29:00,0,5.0,0,0,2019.0,5.0,2.0,0.8976,Positive,Excellent,0.0,0.0,0.0,food good soup expected starter ordered honey chilli lotus stem must try vegan ppl service great frequent visit papiya know experience also food really impressive,"['food', 'was', 'very', 'good', 'soup', 'was', 'as', 'expected', 'in', 'starters', 'we', 'ordered', 'honey', 'chilli', 'lotus', 'stem', 'and', 'that', 'is', 'a', 'must', 'try', 'for', 'vegan', 'ppl', 'service', 'was', 'great', 'frequent', 'visits', 'from', 'papiya', 'to', 'know', 'our', 'experience', 'and', 'also', 'about', 'the', 'food', 'was', 'really', 'impressive']",['food was very good soup was as expected in starters we ordered honey chilli lotus stem and that is a must try for vegan ppl service was great frequent visits from papiya to know our experience and also about the food was really impressive'],44,1,food be very good soup be a expect in starter we order honey chilli lotus stem and that be a must try for vegan ppl service be great frequent visit from papiya to know our experience and also about the food be really impressive,food wa veri good soup wa as expect in starter we order honey chilli lotu stem and that is a must tri for vegan ppl servic wa great frequent visit from papiya to know our experi and also about the food wa realli impress,food was veri good soup was as expect in starter we order honey chilli lotus stem and that is a must tri for vegan ppl servic was great frequent visit from papiya to know our experi and also about the food was realli impress,5.0,Positive,2,0,0,0,0,Positive,Positive,Positive,True
Beyond Flavours,Pradeep Vetapalem,food be too good telangana kodiak fry be must trymutton biryani be too goodpapiya help to choose best dish and attend very wellmust visit,5,"2 Reviews , 25 Followers",2019-05-22 21:21:00,0,5.0,0,0,2019.0,5.0,2.0,0.8689,Positive,Excellent,0.0,0.0,0.0,food good telangana kodiak fry must trymutton biriyani goodpapiya helped choose best dish attended wellmust visit,"['food', 'is', 'too', 'good', 'telangana', 'kodiak', 'fry', 'is', 'must', 'trymutton', 'biryani', 'is', 'too', 'goodpapiya', 'helped', 'to', 'choose', 'best', 'dishes', 'and', 'attended', 'very', 'wellmust', 'visit']",['food is too good telangana kodiak fry is must trymutton biryani is too goodpapiya helped to choose best dishes and attended very wellmust visit'],24,1,food be too good telangana kodiak fry be must trymutton biryani be too goodpapiya help to choose best dish and attend very wellmust visit,food is too good telangana kodiak fri is must trymutton biryani is too goodpapiya help to choos best dish and attend veri wellmust visit,food is too good telangana kodiak fri is must trymutton biryani is too goodpapiya help to choos best dish and attend veri wellmust visit,5.0,Positive,2,0,0,0,0,Positive,Positive,Positive,True
Beyond Flavours,Kankaria.ritu,we order corn cheese ball manchow soup and paneer shashlik sizzler the sizzler be stale paneer be smell and the waiter be so impolite to even accept the mistake never go again,1,1 Review,2019-05-22 21:19:00,0,1.0,0,0,2019.0,5.0,2.0,-0.4882,Negative,Poor,0.0,0.0,0.0,ordered corn cheese ball manchow soup paneer shashlik sizzler sizzler stale paneer smelling waiter impolite even accept mistake never going,"['we', 'ordered', 'corn', 'cheese', 'balls', 'manchow', 'soup', 'and', 'paneer', 'shashlik', 'sizzler', 'the', 'sizzler', 'was', 'stale', 'paneer', 'was', 'smelling', 'and', 'the', 'waiter', 'was', 'so', 'impolite', 'to', 'even', 'accept', 'the', 'mistake', 'never', 'going', 'again']",['we ordered corn cheese balls manchow soup and paneer shashlik sizzler the sizzler was stale paneer was smelling and the waiter was so impolite to even accept the mistake never going again'],32,1,we order corn cheese ball manchow soup and paneer shashlik sizzler the sizzler be stale paneer be smell and the waiter be so impolite to even accept the mistake never go again,we order corn chees ball manchow soup and paneer shashlik sizzler the sizzler wa stale paneer wa smell and the waiter wa so impolit to even accept the mistak never go again,we order corn chees ball manchow soup and paneer shashlik sizzler the sizzler was stale paneer was smell and the waiter was so impolit to even accept the mistak never go again,1.0,Negative,0,0,0,0,0,Negative,Negative,Negative,True
Beyond Flavours,Abhay Sharma,food and ambience be fantastic waiter manav maji be really quick in his service cheese ball be a must try starter a it be very scrumptious,5,"4 Reviews , 7 Followers",2019-05-22 20:38:00,0,5.0,0,0,2019.0,5.0,2.0,0.7902,Positive,Excellent,0.0,0.0,0.0,food ambience fantastic waiter manav maji really quick service cheese ball must try starter scrumptious,"['food', 'and', 'ambience', 'is', 'fantastic', 'waiter', 'manav', 'maji', 'was', 'really', 'quick', 'in', 'his', 'service', 'cheese', 'balls', 'is', 'a', 'must', 'try', 'starter', 'as', 'it', 'was', 'very', 'scrumptious']",['food and ambience is fantastic waiter manav maji was really quick in his service cheese balls is a must try starter as it was very scrumptious'],26,1,food and ambience be fantastic waiter manav maji be really quick in his service cheese ball be a must try starter a it be very scrumptious,food and ambienc is fantast waiter manav maji wa realli quick in hi servic chees ball is a must tri starter as it wa veri scrumptiou,food and ambienc is fantast waiter manav maji was realli quick in his servic chees ball is a must tri starter as it was veri scrumptious,5.0,Positive,2,0,0,0,0,Positive,Positive,Positive,True
Beyond Flavours,Shubham Jaiswal,come here for lunch and the food be good and tasty we try buffet and all the item in vegetarian and non vegetarian be tasty the ambience and service be also good and the staff be courteous shubhamtraveltaleswordpresscom,4,"30 Reviews , 34 Followers",2019-05-22 19:54:00,8,4.0,0,0,2019.0,5.0,2.0,0.8442,Positive,Good,0.0,0.0,2.1972245773362196,came lunch food good tasty tried buffet item veg nonveg tasty ambience service also good staff courteous shubhamtraveltaleswordpresscom,"['came', 'here', 'for', 'lunch', 'and', 'the', 'food', 'was', 'good', 'and', 'tasty', 'we', 'tried', 'buffet', 'and', 'all', 'the', 'items', 'in', 'vegetarian', 'and', 'non', 'vegetarian', 'were', 'tasty', 'the', 'ambience', 'and', 'service', 'were', 'also', 'good', 'and', 'the', 'staff', 'were', 'courteous', 'shubhamtraveltaleswordpresscom']",['came here for lunch and the food was good and tasty we tried buffet and all the items in vegetarian and non vegetarian were tasty the ambience and service were also good and the staff were courteous shubhamtraveltaleswordpresscom'],38,1,come here for lunch and the food be good and tasty we try buffet and all the item in vegetarian and non vegetarian be tasty the ambience and service be also good and the staff be courteous shubhamtraveltaleswordpresscom,came here for lunch and the food wa good and tasti we tri buffet and all the item in vegetarian and non vegetarian were tasti the ambienc and servic were also good and the staff were courteou shubhamtraveltaleswordpresscom,came here for lunch and the food was good and tasti we tri buffet and all the item in vegetarian and non vegetarian were tasti the ambienc and servic were also good and the staff were courteous shubhamtraveltaleswordpresscom,4.0,Positive,2,0,0,0,0,Positive,Positive,Positive,True
Beyond Flavours,Srijani Mukherjee,the best thing about this place be the food my favorite go to dish here be definitely alfredo pasta although other item be good a well and the service and behavior of the staff be topnotch we be attend by mr soumen da and he be extremely polite will definitely visit soon,5,"6 Reviews , 267 Followers",2019-05-22 19:47:00,1,5.0,0,0,2019.0,5.0,2.0,0.9485,Positive,Excellent,0.0,0.0,0.6931471805599453,best thing place food favorite dish definitely alfredo pasta although item good well service behavior staff topnotch attended soumen da extremely polite definitely visit soon,"['the', 'best', 'thing', 'about', 'this', 'place', 'is', 'the', 'food', 'my', 'favorite', 'go', 'to', 'dish', 'here', 'is', 'definitely', 'alfredo', 'pasta', 'although', 'other', 'items', 'are', 'good', 'as', 'well', 'and', 'the', 'service', 'and', 'behavior', 'of', 'the', 'staff', 'is', 'topnotch', 'we', 'were', 'attended', 'by', 'mr', 'soumen', 'das', 'and', 'he', 'was', 'extremely', 'polite', 'will', 'definitely', 'visit', 'soon']",['the best thing about this place is the food my favorite go to dish here is definitely alfredo pasta although other items are good as well and the service and behavior of the staff is topnotch we were attended by mr soumen das and he was extremely polite will definitely visit soon'],52,1,the best thing about this place be the food my favorite go to dish here be definitely alfredo pasta although other item be good a well and the service and behavior of the staff be topnotch we be attend by mr soumen da and he be extremely polite will definitely visit soon,the best thing about thi place is the food my favorit go to dish here is definit alfredo pasta although other item are good as well and the servic and behavior of the staff is topnotch we were attend by mr soumen da and he wa extrem polit will definit visit soon,the best thing about this place is the food my favorit go to dish here is definit alfredo pasta although other item are good as well and the servic and behavior of the staff is topnotch we were attend by mr soumen das and he was extrem polit will definit visit soon,5.0,Positive,2,0,0,0,0,Positive,Positive,Positive,True
Beyond Flavours,Hari Jangam,polite and friendly staff nice ambience and good spread of menu drink be awesome service be very good by manav look forward to see it again,5,"1 Review , 1 Follower",2019-05-22 15:13:00,0,5.0,0,0,2019.0,5.0,2.0,0.9423,Positive,Excellent,0.0,0.0,0.0,polite friendly staff nice ambience good spread menu drink awesome service good manav looking forward seeing,"['polite', 'and', 'friendly', 'staff', 'nice', 'ambience', 'and', 'good', 'spread', 'of', 'menu', 'drinks', 'are', 'awesome', 'service', 'is', 'very', 'good', 'by', 'manav', 'looking', 'forward', 'to', 'seeing', 'it', 'again']",['polite and friendly staff nice ambience and good spread of menu drinks are awesome service is very good by manav looking forward to seeing it again'],26,1,polite and friendly staff nice ambience and good spread of menu drink be awesome service be very good by manav look forward to see it again,polit and friendli staff nice ambienc and good spread of menu drink are awesom servic is veri good by manav look forward to see it again,polit and friend staff nice ambienc and good spread of menu drink are awesom servic is veri good by manav look forward to see it again,5.0,Positive,2,0,0,0,0,Positive,Positive,Positive,True
Beyond Flavours,Suneet Soni,food be really good we have vegetarian item include paneer mushroom and kofta additionally service from papiya shuvro be really good,5,"1 Review , 33 Followers",2019-05-21 22:08:00,0,5.0,0,0,2019.0,5.0,1.0,0.7496,Positive,Excellent,0.0,0.0,0.0,food really good vegetarian item including paneer mushroom kofta additionally service papiya shuvro really good,"['food', 'is', 'really', 'good', 'we', 'had', 'vegetarian', 'items', 'including', 'paneer', 'mushroom', 'and', 'kofta', 'additionally', 'service', 'from', 'papiya', 'shuvro', 'was', 'really', 'good']",['food is really good we had vegetarian items including paneer mushroom and kofta additionally service from papiya shuvro was really good'],21,1,food be really good we have vegetarian item include paneer mushroom and kofta additionally service from papiya shuvro be really good,food is realli good we had vegetarian item includ paneer mushroom and kofta addit servic from papiya shuvro wa realli good,food is realli good we had vegetarian item includ paneer mushroom and kofta addit servic from papiya shuvro was realli good,5.0,Positive,2,0,0,0,0,Positive,Positive,Positive,True
